chrom	chromStart	chromEnd	name	extreme_value_region_status	mappings_in_region	hyperparameter
6	193474.5	63672695.5	consensus independent component 19_Ovarian cancer	0	604	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	65229736.67	65229736.67	consensus independent component 19_Ovarian cancer	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	68278434	170581649.9	consensus independent component 19_Ovarian cancer	0	466	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	63672695.5	consensus independent component 105_Lymphoma	0	604	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	65229736.67	65229736.67	consensus independent component 105_Lymphoma	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	68278434	170581649.9	consensus independent component 105_Lymphoma	0	466	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	170581649.9	consensus independent component 77_Multiple myeloma	0	1071	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	170581649.9	consensus independent component 87_Adrenal cancer	0	1071	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	170581649.9	consensus independent component 35_Myelodysplastic syndrome	0	1071	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	170581649.9	consensus independent component 133_Brain cancer	0	1071	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	170581649.9	consensus independent component 6_Melanoma	0	1071	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
6	193474.5	170581649.9	consensus independent component 38_HNSCC	0	1071	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 41_Gastric cancer	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 93_Sarcoma	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 53_Prostate cancer	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 7_Renal cancer	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 54_HCC	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 19_Ovarian cancer	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 105_Lymphoma	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 77_Multiple myeloma	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	51179380.13	consensus independent component 87_Adrenal cancer	0	299	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	53036290	53036290	consensus independent component 87_Adrenal cancer	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	54554250.33	159078591.7	consensus independent component 87_Adrenal cancer	0	620	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 35_Myelodysplastic syndrome	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 133_Brain cancer	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 6_Melanoma	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
7	152589	159078591.7	consensus independent component 38_HNSCC	0	920	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 41_Gastric cancer	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 93_Sarcoma	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 53_Prostate cancer	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 7_Renal cancer	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 54_HCC	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 19_Ovarian cancer	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 105_Lymphoma	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 77_Multiple myeloma	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	33595318.83	consensus independent component 87_Adrenal cancer	0	190	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	35593238.75	35691241.5	consensus independent component 87_Adrenal cancer	1	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	36860236.75	145054248	consensus independent component 87_Adrenal cancer	0	506	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 35_Myelodysplastic syndrome	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 133_Brain cancer	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 6_Melanoma	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
8	220331	145054248	consensus independent component 38_HNSCC	0	698	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 41_Gastric cancer	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 93_Sarcoma	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 53_Prostate cancer	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 7_Renal cancer	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 54_HCC	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 19_Ovarian cancer	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 105_Lymphoma	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 77_Multiple myeloma	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 87_Adrenal cancer	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 35_Myelodysplastic syndrome	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 133_Brain cancer	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	121761724.5	consensus independent component 6_Melanoma	0	680	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	124473252	124473252	consensus independent component 6_Melanoma	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	126676358.3	241973979	consensus independent component 6_Melanoma	0	611	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
2	42659	241973979	consensus independent component 38_HNSCC	0	1292	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 41_Gastric cancer	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 93_Sarcoma	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 53_Prostate cancer	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 7_Renal cancer	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 54_HCC	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	161358653.8	consensus independent component 19_Ovarian cancer	0	933	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	163240271.5	163240271.5	consensus independent component 19_Ovarian cancer	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	165028696.5	198001959.5	consensus independent component 19_Ovarian cancer	0	200	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 105_Lymphoma	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 77_Multiple myeloma	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 87_Adrenal cancer	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 35_Myelodysplastic syndrome	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 133_Brain cancer	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 6_Melanoma	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
3	18125.5	198001959.5	consensus independent component 38_HNSCC	0	1134	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	31296955.33	consensus independent component 41_Gastric cancer	0	580	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	31592007.5	31592007.5	consensus independent component 41_Gastric cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32104003	58579896.5	consensus independent component 41_Gastric cancer	0	746	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	31296955.33	consensus independent component 93_Sarcoma	0	580	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	31592007.5	31592007.5	consensus independent component 93_Sarcoma	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32104003	58579896.5	consensus independent component 93_Sarcoma	0	746	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	58579896.5	consensus independent component 53_Prostate cancer	0	1327	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	58579896.5	consensus independent component 7_Renal cancer	0	1327	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	31296955.33	consensus independent component 54_HCC	0	580	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	31592007.5	31592007.5	consensus independent component 54_HCC	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32104003	33454395.25	consensus independent component 54_HCC	0	21	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	33708161.5	33806303	consensus independent component 54_HCC	1	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	34200980.5	58579896.5	consensus independent component 54_HCC	0	723	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	24095834.67	consensus independent component 19_Ovarian cancer	0	567	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	27792216	27847469.5	consensus independent component 19_Ovarian cancer	-1	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	28967139	58579896.5	consensus independent component 19_Ovarian cancer	0	758	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	58579896.5	consensus independent component 105_Lymphoma	0	1327	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	58579896.5	consensus independent component 77_Multiple myeloma	0	1327	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	58579896.5	consensus independent component 87_Adrenal cancer	0	1327	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	31592007.5	consensus independent component 35_Myelodysplastic syndrome	0	581	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32104003	32104003	consensus independent component 35_Myelodysplastic syndrome	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32366637.5	58579896.5	consensus independent component 35_Myelodysplastic syndrome	0	745	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	58579896.5	consensus independent component 133_Brain cancer	0	1327	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	31296955.33	consensus independent component 6_Melanoma	0	580	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	31592007.5	31592007.5	consensus independent component 6_Melanoma	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32104003	58579896.5	consensus independent component 6_Melanoma	0	746	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	286188	31296955.33	consensus independent component 38_HNSCC	0	580	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	31592007.5	31592007.5	consensus independent component 38_HNSCC	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	32104003	33454395.25	consensus independent component 38_HNSCC	0	21	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	33708161.5	33806303	consensus independent component 38_HNSCC	-1	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
19	34200980.5	58579896.5	consensus independent component 38_HNSCC	0	723	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 41_Gastric cancer	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 93_Sarcoma	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 53_Prostate cancer	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 7_Renal cancer	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 54_HCC	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 19_Ovarian cancer	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 105_Lymphoma	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 77_Multiple myeloma	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 87_Adrenal cancer	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 35_Myelodysplastic syndrome	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 133_Brain cancer	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 6_Melanoma	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
15	21293716	101741442.7	consensus independent component 38_HNSCC	0	596	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	5079703.25	consensus independent component 41_Gastric cancer	0	195	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	7072755	7072755	consensus independent component 41_Gastric cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	8633930.5	90066247.5	consensus independent component 41_Gastric cancer	0	613	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	90066247.5	consensus independent component 93_Sarcoma	0	809	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	16046334	consensus independent component 53_Prostate cancer	0	246	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	17136617.5	17286602	consensus independent component 53_Prostate cancer	1	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	18443147.5	90066247.5	consensus independent component 53_Prostate cancer	0	561	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	90066247.5	consensus independent component 7_Renal cancer	0	809	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
